folio_hash,estatus_pago,mes_ingreso_factura,tipo_suministro,region,tipo_dispositivo,coordinacion_administrativa,estado,municipio,fecha_instalacion,dias_pagar_junio,dias_pendientes,monto_reactivacion_mes_pausa,dias_mes,precio_unitario,precio_por_dia,dias_facturar,reactivacion_marzo,reactivacion_abril,reactivacion_mayo,reactivacion_junio,renta_junio_total,iva_16,total
F-985C4CC31F,AUTORIZADO (PAGO REACTIVADO)_abril,JULIO_25,BAJO DEMANDA,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,26/06/2025,,21,$425.14,30,$607.34,$20.24,0,-,$425.14,$607.34,$607.34,"$1,639.82",$262.37,"$1,902.19"
F-A6A1D3CE54,AUTORIZADO,ENERO_25,,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,28/11/2024,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-428707FF59,AUTORIZADO,ENERO_25,,1,Computadora Portatil Estandar,CDMX,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,10/06/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-CCC1CAFDFD,DEVOLUCION (FRACCION DE SALIDA),NOV_24,,1,Monitor 24 pulgadas,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,13/03/2024,,,,30,$91.12,$3.04,4,$-,$-,$-,$-,$12.15,$1.94,$14.09
F-8D8C70803F,AUTORIZADO (PAGO REACTIVADO)_abril,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,24/03/2023,,2,$40.49,30,$607.34,$20.24,0,-,$40.49,$607.34,$607.34,"$1,255.17",$200.83,"$1,456.00"
F-18B065103C,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora Portatil Estandar,SA_GRO,GUERRERO,IGUALA DE LA INDEPENDENCIA,17/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-0033C0193A,AUTORIZADO,FEB-MAY_23,FASE INICIAL,3,Computadora de Escritorio Estandar,SA_BC,BAJA CALIFORNIA,TIJUANA,27/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-9CFEFF226A,DEVOLUCION (FRACCION DE SALIDA),JULIO_25,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,20/05/2024,,,,30,$664.99,$22.17,4,$-,$-,$-,$-,$88.67,$14.19,$102.85
F-D824052A35,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_GRO,GUERRERO,CHILPANCINGO DE LOS BRAVO,28/04/2023,,,,30,$607.34,$20.24,4,$-,$-,$-,$-,$80.98,$12.96,$93.94
F-689B74E467,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,OIC,CIUDAD DE MEXICO,ÁLVARO OBREGÓN,08/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-BEC9AB0814,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,13/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-5EC6E7B873,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_NAY,NAYARIT,TEPIC,29/01/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-35D38D9032,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,28/03/2023,,,,30,$664.99,$22.17,4,$-,$-,$-,$-,$88.67,$14.19,$102.85
F-F27192C1A0,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_GTO,GUANAJUATO,LEON,19/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-804892FE9B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_CHIS,CHIAPAS,TUXTLA GUTIERREZ,11/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-5F8694A452,AUTORIZADO,NOV_24,,1,Teclado y raton inalambricos,UEITICS,CIUDAD DE MEXICO,CUAUHTEMOC,22/07/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-7AB746469F,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Computadora Portatil Estandar,SA_CHIH,CHIHUAHUA,JUAREZ,06/12/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-7EE72E3D79,AUTORIZADO,ENERO_25,,1,Monitor 24 pulgadas,CDMX,CIUDAD DE MEXICO,CUAUHTEMOC,23/10/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-43EF94903C,AUTORIZADO,,BAJO DEMANDA,1,Computadora Portatil Estandar,SA_SON,SONORA,HERMOSILLO,23/08/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-62E46C2799,PAUSADO (MAYO 2026),AGOSTO_25,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,20/05/2025,,9,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-C57BC689CF,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CAOF,CIUDAD DE MEXICO,CUAUHTEMOC,22/03/2023,,,,30,$607.34,$20.24,15,$-,$-,$-,$-,$303.67,$48.59,$352.26
F-4897FFECA2,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,19/12/2023,29,1,,30,$91.12,$3.04,29,$-,$-,$-,$-,$88.08,$14.09,$102.18
F-FC556F0294,AUTORIZADO,ENERO_25,,1,Monitor 24 pulgadas,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-9514457ABC,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGCRAM,CIUDAD DE MEXICO,MIGUEL HIDALGO,13/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-C5AD16EBA4,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora Portatil Estandar,SA_VER,VERACRUZ,CORDOBA,08/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-7EB3E2E0C3,PAUSADO (MAYO 2026),,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTEMOC,15/08/2023,,11,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-3993DF40C7,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,2,Teclado y raton inalambricos,SA_MICH,MICHOACAN,ZAMORA,29/01/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-D79372D9EA,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_PUE,PUEBLA,PUEBLA,12/04/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-0CF00D24D9,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SJAI,CIUDAD DE MEXICO,CUAUHTÉMOC,17/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-E93C83AA7E,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_EDOMEX,MEXICO,ECATEPEC DE MORELOS,16/01/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-0E2051A72A,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_JAL,JALISCO,GUADALAJARA,27/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-E7C72ABC51,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,CGSP,SONORA,HERMOSILLO,19/02/2024,20,10,,30,$29.68,$0.99,20,$-,$-,$-,$-,$19.79,$3.17,$22.95
F-1D6C036E5D,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,FISEL,CIUDAD DE MEXICO,ALVARO OBREGON,25/03/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-B9A3B071FC,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,28/03/2023,,,,30,$607.34,$20.24,17,$-,$-,$-,$-,$344.16,$55.07,$399.22
F-EAE945A88B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_QRO,QUERETARO,SAN JUAN DEL RIO,02/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-1A47B69213,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_NL,NUEVO LEON,GENERAL ESCOBEDO,09/07/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-5B44B7B72D,PAUSADO (JUNIO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_YUC,YUCATAN,MERIDA,18/04/2023,25,5,,30,$607.34,$20.24,25,$-,$-,$-,$-,$506.12,$80.98,$587.10
F-B0F83391F5,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,MIGUEL HIDALGO,24/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-137A5B2A00,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,16/03/2023,,,,30,$607.34,$20.24,4,$-,$-,$-,$-,$80.98,$12.96,$93.94
F-CB1B7EE9FE,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,3,Teclado y raton inalambricos,SA_SON,SONORA,SAN LUIS RIO COLORADO,08/02/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-AE5EDF9A43,DEVOLUCION (FRACCION DE SALIDA),SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,13/03/2024,,,,30,$91.12,$3.04,4,$-,$-,$-,$-,$12.15,$1.94,$14.09
F-2028A5F44E,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,24/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-0FB8634F3C,AUTORIZADO (RESG ACT PENDIENTE X PROVEEDOR),ENERO_25,,1,Memoria RAM Escritorio (32 GB),UCS,CIUDAD DE MEXICO,CUAUHTEMOC,26/11/2024,,,,30,$48.85,$1.63,30,$-,$-,$-,$-,$48.85,$7.82,$56.67
F-44D4E09A11,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,FEAIN,CIUDAD DE MEXICO,ALVARO OBREGON,09/05/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-81EEAC2321,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_EDOMEX,MEXICO,TOLUCA,13/02/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-11BA9F33B5,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_TLAX,TLAXCALA,TLAXCALA,31/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-BDBBA21716,DEVOLUCION (FRACCION DE SALIDA)_se reactiva PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDO,CIUDAD DE MEXICO,CUAUHTEMOC,27/04/2023,,9,$176.32,30,$607.34,$20.24,-,-,-,$176.32,$303.67,$479.99,$76.80,$556.79
F-12262FC15F,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_TAMPS,TAMAULIPAS,REYNOSA,07/12/2023,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-F796789BAF,DEVOLUCION (FRACCION DE SALIDA),SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,19/12/2023,,,,30,$29.68,$0.99,4,$-,$-,$-,$-,$3.96,$0.63,$4.59
F-75A3FBB81E,AUTORIZADO,,"""776""_INICIAL",1,Computadora de Escritorio Estandar,CENAPI,CIUDAD DE MEXICO,COYOACAN,07/06/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-4B0A868442,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_EDOMEX,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,27/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-00AF793D67,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGRHO,CIUDAD DE MEXICO,CUAUHTÉMOC,15/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-D5293AA691,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FECOC,CIUDAD DE MEXICO,CUAUHTEMOC,17/03/2023,,3,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-5628670B94,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_QRO,QUERETARO,QUERETARO,12/12/2023,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-23DA722C38,PAUSADO (MAYO 2026),SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,CA_FEMDH,CIUDAD DE MEXICO,GUSTAVO A. MADERO,13/03/2024,,9,,30,$91.12,$3.04,0,-,-,-,,$-,$-,$-
F-67C2BD548B,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,31/03/2023,,8,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-51EAE51761,AUTORIZADO,,"""776""_INICIAL",1,Computadora de Escritorio Estandar,CFSPC,CIUDAD DE MEXICO,CUAUHTEMOC,18/07/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-9F9C457DD6,PAUSADO (MAYO 2026),ENERO_25,,1,Monitor 24 pulgadas,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,11,,30,$91.12,$3.04,0,-,-,-,,$-,$-,$-
F-116D4D3501,PAUSADO (MAYO 2026),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,27/03/2023,,9,,30,$607.34,$20.24,0,-,-,-,,$-,$-,$-
F-9E44755212,PAUSADO (JUNIO 2026),NOV_24,,1,Monitor 24 pulgadas,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,22/03/2024,16,14,,30,$91.12,$3.04,16,$-,$-,$-,$-,$48.60,$7.78,$56.37
F-D018F5BE34,PAUSADO (MAYO 2026),ENERO_25,,1,Teclado y raton inalambricos,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,11,,30,$29.68,$0.99,0,-,-,-,,$-,$-,$-
F-49386D76D1,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_QRO,QUERETARO,QUERETARO,12/12/2023,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-1FF4643E4B,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_CDMX,CIUDAD DE MEXICO,MIGUEL HIDALGO,31/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-726948FF4A,AUTORIZADO,NOV_24,,1,Computadora de Escritorio Estandar,FESC,CIUDAD DE MEXICO,ALVARO OBREGON,05/02/2024,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-9014ED7F79,AUTORIZADO,ENERO_25,,1,Monitor 24 pulgadas,CDMX,CIUDAD DE MEXICO,CUAUHTEMOC,03/06/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-2CED12C248,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_TAMPS,TAMAULIPAS,REYNOSA,11/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-0265E99021,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_NAY,NAYARIT,TEPIC,13/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-F44B56CE51,AUTORIZADO,OCT_24,,1,Computadora de Escritorio Estandar,SA_MOR,MORELOS,CUERNAVACA,26/08/2024,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-AD5C7A1AA7,AUTORIZADO,FEBRERO_25,,1,Teclado y raton inalambricos,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,10/12/2024,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-64CFED24E4,AUTORIZADO,ENERO_25,,1,Computadora Portatil Estandar,CFPF,CIUDAD DE MEXICO,CUAUHTEMOC,22/11/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-CB26FA720A,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_EDOMEX,ESTADO DE MEXICO,TOLUCA,27/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-3ACDA85D6C,PAUSADO (MAYO 2026),ENERO_25,,1,Teclado y raton inalambricos,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,11,,30,$29.68,$0.99,0,-,-,-,,$-,$-,$-
F-C31CB09B12,AUTORIZADO,ENERO_25,,1,Computadora Portatil Estandar,CDMX,CIUDAD DE MEXICO,IZTAPALAPA,24/10/2024,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-FF43C0435A,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,CGSP,CIUDAD DE MEXICO,CUAUHTEMOC,17/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-16467B0BC9,AUTORIZADO,ABRIL_25,BAJO DEMANDA,1,Teclado y raton inalambricos,INACIPE,CIUDAD DE MEXICO,TLALPAN,18/03/2025,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-FD58B1BA52,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora Portatil Estandar,SA_SIN,SINALOA,MAZATLAN,24/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-4040AA1C87,AUTORIZADO,NOV_24,,1,Monitor 24 pulgadas,CA_FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,22/03/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-F4463D87D2,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTÉMOC,15/03/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-6A73DC138E,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,CGSP,JALISCO,GUADALAJARA,18/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-D8AC9F460D,AUTORIZADO,AGOSTO_25,BAJO DEMANDA,1,Monitor 24 pulgadas,CDMX,CIUDAD DE MEXICO,IZTAPALAPA,05/08/2025,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-FF8DD646E3,AUTORIZADO,OCT_24,,1,Monitor 24 pulgadas,SA_OAX,OAXACA,SAN BARTOLO COYOTEPEC,14/02/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-E2011F5E97,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,SA_TAB,TABASCO,CENTRO,31/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-868B3B70BF,AUTORIZADO (RESG ACT PENDIENTE X PROVEEDOR),ENERO_25,,1,Memoria RAM Escritorio (32 GB),UCS,CIUDAD DE MEXICO,CUAUHTEMOC,26/11/2024,,,,30,$48.85,$1.63,30,$-,$-,$-,$-,$48.85,$7.82,$56.67
F-AFB8A70784,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,28/03/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-3A0F281944,PAUSADO (ABRIL 2026),FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,23/03/2023,,21,,31,$664.99,$21.45,0,-,-,-,,$-,$-,$-
F-07AA5D8579,AUTORIZADO,NOV_24,,2,Computadora de Escritorio Estandar,PFM,SINALOA,GUASAVE,06/09/2024,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-3B2B75C861,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_OAX,OAXACA,SAN BARTOLO COYOTEPEC,14/02/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-35BA881101,AUTORIZADO,FEB-MAY_23,FASE INICIAL,3,Computadora de Escritorio Estandar,SA_GRO,GUERRERO,PUNGARABATO,29/05/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-EF13ED9FF6,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Teclado y raton inalambricos,SA_TLAX,TLAXCALA,TLAXCALA,15/12/2023,,,,30,$29.68,$0.99,30,$-,$-,$-,$-,$29.68,$4.75,$34.43
F-DED7C473E6,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,24/04/2023,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-D417C8B46C,AUTORIZADO,ENERO_25,,1,Monitor 24 pulgadas,FECOR,CIUDAD DE MEXICO,ALVARO OBREGON,22/01/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-27A1BDA3A4,PAUSADO (MAYO 2026),,BAJO DEMANDA,1,Computadora Portatil Estandar,FECOR,CIUDAD DE MEXICO,CUAUHTEMOC,31/08/2023,,11,,30,$664.99,$22.17,0,-,-,-,,$-,$-,$-
F-C71A7E2F9C,PAUSADO (MAYO 2026),SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,29/12/2023,,9,,30,$91.12,$3.04,0,-,-,-,,$-,$-,$-
F-79E1EC4332,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,CGSP,TAMAULIPAS,REYNOSA,27/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-0AAE8E5D0C,AUTORIZADO,FEB-MAY_23,FASE INICIAL,2,Computadora Portatil Estandar,SA_SIN,SINALOA,MAZATLAN,21/04/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-69D6E7D11E,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_CHIS,CHIAPAS,TUXTLA GUTIERREZ,29/01/2024,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-8A5A1AB2A2,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_COAH,COAHUILA,TORREON,13/12/2023,,,,30,$91.12,$3.04,30,$-,$-,$-,$-,$91.12,$14.58,$105.70
F-189436A2E5,PAUSADO (JUNIO 2026),SEP_COMP_24,BAJO DEMANDA,1,Monitor 24 pulgadas,SA_SON,SONORA,HERMOSILLO,05/01/2024,20,10,,30,$91.12,$3.04,20,$-,$-,$-,$-,$60.75,$9.72,$70.47
F-F44615EB5E,AUTORIZADO,FEB-MAY_23,FASE INICIAL,1,Computadora Portatil Estandar,CGSP,NUEVO LEON,GENERAL ESCOBEDO,08/05/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-E2FF6B8029,DEVOLUCION (FRACCION DE SALIDA),FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,SA_GRO,GUERRERO,CHILPANCINGO DE LOS BRAVO,27/04/2023,,,,30,$607.34,$20.24,4,$-,$-,$-,$-,$80.98,$12.96,$93.94
F-D3FBB7809D,AUTORIZADO,SEP_COMP_24,BAJO DEMANDA,1,Computadora Portatil Estandar,FEMDH,CIUDAD DE MEXICO,CUAUHTEMOC,29/12/2023,,,,30,$664.99,$22.17,30,$-,$-,$-,$-,$664.99,$106.40,$771.39
F-0903112E1C,AUTORIZADO,JUNIO_25,BAJO DEMANDA,1,Computadora de Escritorio Estandar,PFM,CIUDAD DE MEXICO,CUAUHTEMOC,09/04/2025,,,,30,$607.34,$20.24,30,$-,$-,$-,$-,$607.34,$97.17,$704.51
F-46B6DC1237,AUTORIZADO (PAGO REACTIVADO)_abril,FEB-MAY_23,FASE INICIAL,1,Computadora de Escritorio Estandar,DGCS,CIUDAD DE MEXICO,CUAUHTÉMOC,21/03/2023,,7,$141.71,30,$607.34,$20.24,0,-,$141.71,$607.34,$607.34,"$1,356.39",$217.02,"$1,573.42"
